 Date,Campaign_Source,Video_ID,Category,Subcategory,Presenter,RPV,TotalViews,ViewsOffsite,ViewsOnsite,GrossRevenue,TotalUnitsSold,TotalSecondsViewed,SecondsViewedOffsite,SecondsViewedOnsite,SalePrice
3/12/15,syndication-aol-hp-test,1965,Apparel,Tops,Zoe Ruderman,0.34,19544,18775,769,6586,89,1024312,989658,34654,74
3/11/15,syndication-aol-hp-test,1962,Apparel,Tops,Tienlyn Jacobson,0.22,3366,2612,754,750,15,158159,123589,34570,50
3/11/15,syndication-aol-hp-test,1005,Beauty,Bath & Body,Zoe Ruderman,0,1092,1063,29,0,0,89234,86323,2911,
3/11/15,syndication-aol-hp-test,1958,Beauty,Nails,Mikaela South,0.03,37069,35273,1796,1184,56,1460632,1390905,69727,21.14
3/11/15,syndication-aol-hp-test,1280,Health & Fitness,Exercise,Leandra Rouse,0.53,1465,1410,55,780,6,71331,69303,2028,130
3/11/15,syndication-aol-hp-test,1458,Beauty,Bath & Body,Zoe Ruderman,0.44,1274,1203,71,558,13,84249,80757,3492,42.92
3/11/15,syndication-aol-hp-test,1347,Beauty,Nails,Mikaela South,0.03,3236,3128,108,103,3,307994,301805,6189,34.33
3/10/15,syndication-aol-hp-test,1948,Apparel,Sweaters,Tienlyn Jacobson,0,1886,1823,63,0,0,72244,70060,2184,
3/10/15,syndication-aol-hp-test,1594,Beauty,Skincare,Zoe Ruderman,0,1238,1219,19,0,0,59738,58821,917,
3/10/15,syndication-aol-hp-test,1962,Apparel,Tops,Tienlyn Jacobson,0.55,20575,19549,1026,11268,279,1198858,1144987,53871,40.39
3/9/15,syndication-aol-hp-test,1959,Beauty,Hair,Zoe Ruderman,0.87,25933,24798,1135,22443,206,2060779,1976590,84189,108.95
3/9/15,syndication-aol-hp-test,1766,Apparel,Sweaters,Tienlyn Jacobson,0.15,3774,3709,65,580,10,116781,114458,2323,58
3/9/15,syndication-aol-hp-test,1823,Beauty,Hair,Mikaela South,0.13,1347,1333,14,175,7,60207,59572,635,25
3/8/15,syndication-aol-hp-test,1766,Apparel,Sweaters,Tienlyn Jacobson,0.36,12326,11934,392,4466,77,537623,522019,15604,58
3/7/15,syndication-aol-hp-test,1594,Beauty,Skincare,Zoe Ruderman,0,1095,1086,9,0,0,56081,55580,501,
3/7/15,syndication-aol-hp-test,1280,Health & Fitness,Exercise,Leandra Rouse,0.32,1229,1204,25,390,3,58759,57756,1003,130
3/7/15,syndication-aol-hp-test,1041,Beauty,Makeup,Mikaela South,0.11,1026,1004,22,110,5,77213,75348,1865,22
3/7/15,syndication-aol-hp-test,1939,Beauty,Skincare,Jenny Patinkin,0.45,15894,15761,133,7225,85,756234,748819,7415,85
3/7/15,syndication-aol-hp-test,1704,Beauty,Makeup,Jenny Patinkin,0.07,1144,1069,75,80,4,64512,59180,5332,20
3/6/15,syndication-aol-hp-test,1948,Apparel,Sweaters,Tienlyn Jacobson,0.09,1789,1744,45,158,1,71225,69018,2207,158
3/6/15,syndication-aol-hp-test,1594,Beauty,Skincare,Zoe Ruderman,0,1043,1030,13,0,0,50782,50176,606,
3/6/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0.02,1113,1090,23,20,1,87203,85416,1787,20
3/6/15,syndication-aol-hp-test,1280,Health & Fitness,Exercise,Leandra Rouse,0.73,2496,2428,68,1820,14,117732,114873,2859,130
3/6/15,syndication-aol-hp-test,1955,Apparel,Tops,Tienlyn Jacobson,0.14,10925,10350,575,1479,30,399113,378387,20726,49.3
3/5/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.09,1680,1659,21,150,2,40108,39438,670,75
3/5/15,syndication-aol-hp-test,1280,Health & Fitness,Exercise,Leandra Rouse,0.35,1465,1430,35,520,4,69505,68270,1235,130
3/5/15,syndication-aol-hp-test,1419,Accessories,Fashion Jewelry,Zoe Ruderman,0.05,1064,1032,32,58,1,49436,47910,1526,58
3/5/15,syndication-aol-hp-test,1889,Health & Fitness,Health & Wellness,Judith Duval,0.02,34973,33928,1045,870,20,1852983,1796920,56063,43.5
3/5/15,syndication-aol-hp-test,1005,Beauty,Bath & Body,Zoe Ruderman,0,1310,1286,24,0,0,111447,109211,2236,
3/5/15,syndication-aol-hp-test,1621,Accessories,Fashion Jewelry,Kelly Sparks,0.23,10278,10227,51,2350,47,726441,723904,2537,50
3/5/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.13,2048,1939,109,260,4,156408,149873,6535,65
3/4/15,syndication-aol-hp-test,1651,Beauty,Skincare,Jenny Patinkin,0.3,4884,4747,137,1470,9,313316,305470,7846,163.33
3/4/15,syndication-aol-hp-test,1621,Accessories,Fashion Jewelry,Kelly Sparks,0.14,21835,21808,27,3100,62,1580617,1579284,1333,50
3/4/15,syndication-aol-hp-test,1704,Beauty,Makeup,Jenny Patinkin,0.02,1035,1021,14,20,1,44458,43879,579,20
3/4/15,syndication-aol-hp-test,1948,Apparel,Sweaters,Tienlyn Jacobson,0,1286,1204,82,0,0,49525,46033,3492,
3/4/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0.03,1778,1738,40,50,3,138885,136862,2023,16.67
3/4/15,syndication-aol-hp-test,1594,Beauty,Skincare,Zoe Ruderman,0.11,17532,17213,319,1990,10,936406,919379,17027,199
3/3/15,syndication-aol-hp-test,1651,Beauty,Skincare,Jenny Patinkin,0.26,10044,9704,340,2600,12,1665250,1640341,24909,216.67
3/3/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0.08,1610,1569,41,130,7,123620,121227,2393,18.57
3/3/15,syndication-aol-hp-test,1907,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.08,1437,1422,15,118,2,48089,47753,336,59
3/3/15,syndication-aol-hp-test,1948,Apparel,Sweaters,Tienlyn Jacobson,0.23,18183,17391,792,4171.5,35,763967,729436,34531,119.19
3/3/15,syndication-aol-hp-test,1912,Apparel,Dresses,Zoe Ruderman,0.25,4662,4363,299,1185,15,262644,246177,16467,79
3/2/15,syndication-aol-hp-test,1905,Health & Fitness,Nutrition & Detox,Judith Duval,0.07,49700,48890,810,3373,219,2366823,2320387,46436,15.4
3/2/15,syndication-aol-hp-test,1912,Apparel,Dresses,Zoe Ruderman,0.29,18218,18016,202,5293,67,1013341,1003749,9592,79
3/2/15,syndication-aol-hp-test,1704,Beauty,Makeup,Jenny Patinkin,0.01,2868,2830,38,40,2,108082,105990,2092,20
3/1/15,syndication-aol-hp-test,1905,Health & Fitness,Nutrition & Detox,Judith Duval,0.07,44218,43402,816,3268,220,2649643,2601631,48012,14.85
3/1/15,syndication-aol-hp-test,1116,Beauty,Bath & Body,Mikaela South,0.19,1816,1811,5,340,10,138491,138291,200,34
3/1/15,syndication-aol-hp-test,1901,Beauty,Skincare,Zoe Ruderman,0.2,1443,1431,12,290,5,69890,69345,545,58
3/1/15,syndication-aol-hp-test,1005,Beauty,Bath & Body,Zoe Ruderman,0,1405,1380,25,0,0,126394,124246,2148,
3/1/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.14,44405,43544,861,6075,81,1585331,1551616,33715,75
2/28/15,syndication-aol-hp-test,1458,Beauty,Bath & Body,Zoe Ruderman,0.04,3574,3488,86,135,3,183626,179207,4419,45
2/28/15,syndication-aol-hp-test,1942,Apparel,Tops,Tienlyn Jacobson,0.15,1064,308,756,158,2,51564,18179,33385,79
2/28/15,syndication-aol-hp-test,1940,Beauty,Skincare,Jenny Patinkin,0.11,1803,1668,135,200,4,77279,68173,9106,50
2/28/15,syndication-aol-hp-test,1930,Beauty,Tools,Jenny Patinkin,0.36,1560,1493,67,558,2,87948,83396,4552,279
2/28/15,syndication-aol-hp-test,1005,Beauty,Bath & Body,Zoe Ruderman,0,1525,1502,23,0,0,134402,132492,1910,
2/28/15,syndication-aol-hp-test,925,Beauty,Skincare,Mikaela South,0,1253,1239,14,0,0,53349,52097,1252,
2/28/15,syndication-aol-hp-test,580,Home,Cleaning & Laundry Care,Kelley Moore,0.1,117210,115046,2164,11250,150,4209743,4125109,84634,75
2/28/15,syndication-aol-hp-test,1280,Health & Fitness,Exercise,Leandra Rouse,0.2,1314,1285,29,260,2,63277,62121,1156,130
2/27/15,syndication-aol-hp-test,1458,Beauty,Bath & Body,Zoe Ruderman,0.04,19151,18817,334,810,18,945869,928115,17754,45
2/27/15,syndication-aol-hp-test,1828,Beauty,Skincare,Jenny Patinkin,0.38,9995,9986,9,3847,52,687698,687406,292,73.98
2/27/15,syndication-aol-hp-test,1280,Health & Fitness,Exercise,Leandra Rouse,0.73,3566,3448,118,2600,20,164242,160016,4226,130
2/27/15,syndication-aol-hp-test,1529,Beauty,Skincare,Jenny Patinkin,0.11,1820,1802,18,192,4,87818,86710,1108,48
2/27/15,syndication-aol-hp-test,1930,Beauty,Tools,Jenny Patinkin,0.17,1621,1573,48,279,1,80398,76701,3697,279
2/26/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.11,23499,22534,965,2470,38,1596523,1535666,60857,65
2/26/15,syndication-aol-hp-test,1005,Beauty,Bath & Body,Zoe Ruderman,0.23,36612,35894,718,8300,332,2799688,2746067,53621,25
2/26/15,syndication-aol-hp-test,1165,Health & Fitness,Nutrition & Detox,Mikaela South,0.21,2733,2636,97,569.81,19,199346,192940,6406,29.99
2/26/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0.3,1311,1288,23,390,13,98100,97000,1100,30
2/26/15,syndication-aol-hp-test,1828,Beauty,Skincare,Jenny Patinkin,0.2,20626,20617,9,4138,81,1293833,1293503,330,51.09
2/25/15,syndication-aol-hp-test,1929,Apparel,Tops,Tienlyn Jacobson,0.36,1629,1537,92,592,4,72411,66804,5607,148
2/25/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0.13,3193,3134,59,430,15,251424,248034,3390,28.67
2/25/15,syndication-aol-hp-test,1862,Apparel,Denim,Maria Divaris,0,4043,3999,44,0,0,156231,154743,1488,
2/25/15,syndication-aol-hp-test,1311,Accessories,Shoes,Zoe Ruderman,0.16,84979,81915,3064,13845,213,5566099,5384354,181745,65
2/25/15,syndication-aol-hp-test,1165,Health & Fitness,Nutrition & Detox,Mikaela South,0.14,5003,4795,208,719.76,24,371397,357247,14150,29.99
2/24/15,syndication-aol-hp-test,1927,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.16,10395,10062,333,1666,28,322728,312964,9764,59.5
2/24/15,syndication-aol-hp-test,1896,Beauty,Skincare,Zoe Ruderman,0.04,1454,1443,11,54,1,63243,62754,489,54
2/24/15,syndication-aol-hp-test,1929,Apparel,Tops,Tienlyn Jacobson,0.16,14686,14381,305,2360,20,627858,613891,13967,118
2/24/15,syndication-aol-hp-test,1409,Health & Fitness,Fitness Apparel,Zoe Ruderman,0.14,1023,994,29,145,5,57621,56329,1292,29
2/23/15,syndication-aol-hp-test,1419,Accessories,Fashion Jewelry,Zoe Ruderman,1.46,1110,952,158,1624,28,70635,61249,9386,58
2/23/15,syndication-aol-hp-test,1927,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.05,26655,25514,1141,1450,25,817349,782726,34623,58
2/23/15,syndication-aol-hp-test,1910,Beauty,Skincare,Tracy O'Connor,0.15,1632,1613,19,240,4,85692,84354,1338,60
2/23/15,syndication-aol-hp-test,1796,Beauty,Hair,Jenny Patinkin,0.15,1627,1598,29,244,10,94297,92393,1904,24.4
2/22/15,syndication-aol-hp-test,1910,Beauty,Skincare,Tracy O'Connor,0.14,1302,1286,16,180,3,71774,71058,716,60
2/22/15,syndication-aol-hp-test,1499,Apparel,Bottoms,Kelly Sparks,0.1,1104,1072,32,110,3,70305,68763,1542,36.67
2/22/15,syndication-aol-hp-test,1419,Accessories,Fashion Jewelry,Zoe Ruderman,0.58,26254,25288,966,15196,262,1602315,1547779,54536,58
2/22/15,syndication-aol-hp-test,1116,Beauty,Bath & Body,Mikaela South,0.16,1276,1273,3,210,5,92077,91898,179,42
2/21/15,syndication-aol-hp-test,1796,Beauty,Hair,Jenny Patinkin,0.1,7092,6871,221,692,28,424620,412671,11949,24.71
2/21/15,syndication-aol-hp-test,1499,Apparel,Bottoms,Kelly Sparks,0.13,6100,5870,230,801,20,378846,365582,13264,40.05
2/20/15,syndication-aol-hp-test,1796,Beauty,Hair,Jenny Patinkin,0.1,39445,38179,1266,3840,158,2395135,2319714,75421,24.3
2/20/15,syndication-aol-hp-test,1916,Beauty,Skincare,Zoe Ruderman,0.42,3471,3321,150,1470,15,173580,166365,7215,98
2/20/15,syndication-aol-hp-test,1915,Apparel,Denim,Kalee Hewlett,0.12,1375,1323,52,164,2,75477,72422,3055,82
2/19/15,syndication-aol-hp-test,1735,Beauty,Nails,Tracy O'Connor,0.04,2153,2117,36,96,5,135951,133740,2211,19.2
2/19/15,syndication-aol-hp-test,1499,Apparel,Bottoms,Kelly Sparks,0.09,22512,21014,1498,2050,47,1388625,1308241,80384,43.62
2/19/15,syndication-aol-hp-test,1619,Health & Fitness,Fitness Accessories,Leandra Rouse,0.21,7770,7744,26,1610,46,636737,635634,1103,35
2/19/15,syndication-aol-hp-test,1824,Beauty,Skincare,Tracy O'Connor,0.16,7438,7434,4,1223,16,426066,425815,251,76.44
2/18/15,syndication-aol-hp-test,1913,Accessories,Bags,Shalini Vadhera,0.51,6596,6269,327,3372,38,326763,308909,17854,88.74
2/18/15,syndication-aol-hp-test,1914,Beauty,Makeup,Mikaela South,0.07,1635,1421,214,120,3,104400,82883,21517,40
2/18/15,syndication-aol-hp-test,1499,Apparel,Bottoms,Kelly Sparks,0.06,37394,35062,2332,2072,47,2292754,2174800,117954,44.09
2/18/15,syndication-aol-hp-test,1735,Beauty,Nails,Tracy O'Connor,0.07,2912,2866,46,209,11,190047,187011,3036,19
2/17/15,syndication-aol-hp-test,1499,Apparel,Bottoms,Kelly Sparks,0,1169,1144,25,0,0,54237,52445,1792,
2/17/15,syndication-aol-hp-test,1728,Beauty,Tools,Jenny Patinkin,0.05,12015,11990,25,650,5,647713,645955,1758,130
2/17/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0.03,1040,1027,13,28,2,64839,64254,585,14
2/17/15,syndication-aol-hp-test,1910,Beauty,Skincare,Tracy O'Connor,0.16,2301,2264,37,360,6,126818,123850,2968,60
2/17/15,syndication-aol-hp-test,1913,Accessories,Bags,Shalini Vadhera,0.35,27226,26286,940,9496,122,1350178,1303839,46339,77.84
2/16/15,syndication-aol-hp-test,1409,Health & Fitness,Fitness Apparel,Zoe Ruderman,0.17,4313,4208,105,725,25,238101,232647,5454,29
2/16/15,syndication-aol-hp-test,1728,Beauty,Tools,Jenny Patinkin,0.06,41035,40957,78,2574,26,2313762,2307698,6064,99
2/16/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0.06,3834,3784,50,230,7,246462,243758,2704,32.86
2/16/15,syndication-aol-hp-test,1907,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.09,2760,2724,36,236,4,106832,105088,1744,59
2/15/15,syndication-aol-hp-test,1409,Health & Fitness,Fitness Apparel,Zoe Ruderman,0.04,13539,13219,320,609,21,742998,725122,17876,29
2/15/15,syndication-aol-hp-test,1910,Beauty,Skincare,Tracy O'Connor,0.15,2651,2557,94,410,7,161959,153139,8820,58.57
2/15/15,syndication-aol-hp-test,1907,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.18,3576,3490,86,649,11,187938,183797,4141,59
2/15/15,syndication-aol-hp-test,1868,Beauty,Makeup,Zoe Ruderman,0.2,1053,1032,21,210,7,72263,70963,1300,30
2/14/15,syndication-aol-hp-test,1188,Beauty,Skincare,Sian Richards,0.1,3816,3779,37,392,4,175369,172046,3323,98
2/14/15,syndication-aol-hp-test,1907,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.06,11891,11644,247,708,12,664333,650505,13828,59
2/14/15,syndication-aol-hp-test,1862,Apparel,Denim,Maria Divaris,0,1318,1296,22,0,0,60081,58749,1332,
2/13/15,syndication-aol-hp-test,1862,Apparel,Denim,Maria Divaris,0.08,2419,2324,95,189,1,117381,113574,3807,189
2/13/15,syndication-aol-hp-test,1243,Beauty,Skincare,Zoe Ruderman,0.1,1279,1231,48,126,6,65565,63363,2202,21
2/13/15,syndication-aol-hp-test,1188,Beauty,Skincare,Sian Richards,0.12,19884,19623,261,2346,34,874103,855845,18258,69
2/13/15,syndication-aol-hp-test,1886,Beauty,Skincare,Mikaela South,0.44,1234,1204,30,537,12,94417,92410,2007,44.75
2/13/15,syndication-aol-hp-test,1659,Beauty,Skincare,Mikaela South,0.28,5397,5183,214,1519,31,469413,453194,16219,49
2/12/15,syndication-aol-hp-test,1659,Beauty,Skincare,Mikaela South,0.36,31372,30431,941,11361,171,2584888,2517466,67422,66.44
2/12/15,syndication-aol-hp-test,648,Health & Fitness,Nutrition & Detox,Mikaela South,0,2350,2252,98,0,0,79818,76305,3513,
2/12/15,syndication-aol-hp-test,1529,Beauty,Skincare,Jenny Patinkin,0.1,1845,1809,36,192,4,83958,81868,2090,48
2/12/15,syndication-aol-hp-test,1896,Beauty,Skincare,Zoe Ruderman,0.19,5316,5233,83,990,19,290118,284939,5179,52.11
2/12/15,syndication-aol-hp-test,1862,Apparel,Denim,Maria Divaris,0.06,22979,22488,491,1323,7,1033479,1017124,16355,189
2/11/15,syndication-aol-hp-test,1899,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.16,2039,1932,107,324,6,88932,84061,4871,54
2/11/15,syndication-aol-hp-test,1896,Beauty,Skincare,Zoe Ruderman,0.21,30020,29598,422,6210,115,1565524,1541147,24377,54
2/11/15,syndication-aol-hp-test,1719,Beauty,Skincare,Mikaela South,0.17,2680,2651,29,468,12,165624,163696,1928,39
2/11/15,syndication-aol-hp-test,1533,Beauty,Hair,Jenny Patinkin,0.09,2555,2511,44,228,6,99592,97283,2309,38
2/10/15,syndication-aol-hp-test,1897,Beauty,Hair,Mikaela South,0,1236,1189,47,0,0,62466,59033,3433,
2/10/15,syndication-aol-hp-test,1883,Apparel,Dresses,Zoe Ruderman,0.18,1060,1021,39,196,2,44617,42565,2052,98
2/10/15,syndication-aol-hp-test,1917,Beauty,Makeup,Tienlyn Jacobson,0.09,5892,5751,141,510,12,230686,224830,5856,42.5
2/10/15,syndication-aol-hp-test,1899,Accessories,Fashion Jewelry,Tienlyn Jacobson,0.15,4202,3996,206,644,15,170712,162254,8458,42.93
2/9/15,syndication-aol-hp-test,1621,Accessories,Fashion Jewelry,Kelly Sparks,0.18,1659,1657,2,300,6,121262,121040,222,50
2/9/15,syndication-aol-hp-test,943,Beauty,Tools,Mikaela South,0,1470,1470,0,0,0,150655,150655,0,
2/9/15,syndication-aol-hp-test,1917,Beauty,Makeup,Tienlyn Jacobson,0.01,9730,9368,362,101,4,378706,362909,15797,25.25
2/8/15,syndication-aol-hp-test,1883,Apparel,Dresses,Zoe Ruderman,0.46,4607,4523,84,2115,22,247226,243315,3911,96.14
2/8/15,syndication-aol-hp-test,1892,Accessories,Fashion Jewelry,Shalini Vadhera,0.12,10122,9854,268,1264,16,396801,386650,10151,79
2/7/15,syndication-aol-hp-test,1891,Beauty,Makeup,Mikaela South,0.1,8893,8713,180,892,31,538124,526784,11340,28.77
2/7/15,syndication-aol-hp-test,1533,Beauty,Hair,Jenny Patinkin,0.15,1265,1236,29,190,5,52110,50893,1217,38
2/7/15,syndication-aol-hp-test,1892,Accessories,Fashion Jewelry,Shalini Vadhera,0.15,11329,11071,258,1738,22,427093,417232,9861,79
2/6/15,syndication-aol-hp-test,1891,Beauty,Makeup,Mikaela South,0.04,16665,16287,378,724,25,961038,936146,24892,28.96
2/6/15,syndication-aol-hp-test,1885,Apparel,Outerwear,Tienlyn Jacobson,0.33,2122,2070,52,690,5,77077,74644,2433,138
2/6/15,syndication-aol-hp-test,1533,Beauty,Hair,Jenny Patinkin,0.04,6844,6704,140,266,7,301072,295283,5789,38
2/6/15,syndication-aol-hp-test,1886,Beauty,Skincare,Mikaela South,0.54,1208,1174,34,655,15,98695,95398,3297,43.67
2/6/15,syndication-aol-hp-test,1621,Accessories,Fashion Jewelry,Kelly Sparks,0.39,2047,2035,12,800,16,147686,146969,717,50
2/5/15,syndication-aol-hp-test,1533,Beauty,Hair,Jenny Patinkin,0,1532,1518,14,0,0,64238,63388,850,
2/5/15,syndication-aol-hp-test,1871,Beauty,Hair,Mikaela South,0.04,3331,3288,43,120,4,202126,199204,2922,30
2/5/15,syndication-aol-hp-test,1887,Apparel,Tops,Tienlyn Jacobson,0.1,4881,4746,135,511.5,8,225616,219638,5978,63.94
2/4/15,syndication-aol-hp-test,1887,Apparel,Tops,Tienlyn Jacobson,0.04,3832,3606,226,171.5,3,168880,158624,10256,57.17
2/4/15,syndication-aol-hp-test,1886,Beauty,Skincare,Mikaela South,0.56,3921,3817,104,2184,51,253380,246211,7169,42.82
2/4/15,syndication-aol-hp-test,1885,Apparel,Outerwear,Tienlyn Jacobson,0.45,11881,11575,306,5382,39,520690,507158,13532,138
2/3/15,syndication-aol-hp-test,1885,Apparel,Outerwear,Tienlyn Jacobson,0.08,2764,2614,150,218,2,96763,89682,7081,109
2/3/15,syndication-aol-hp-test,1887,Apparel,Tops,Tienlyn Jacobson,0,1473,1464,9,0,0,38004,37659,345,
2/3/15,syndication-aol-hp-test,1886,Beauty,Skincare,Mikaela South,0.24,1240,1157,83,297,7,75416,68223,7193,42.43
2/2/15,syndication-aol-hp-test,943,Beauty,Tools,Mikaela South,0.26,1203,1194,9,317,5,118045,117507,538,63.4
2/1/15,syndication-aol-hp-test,1621,Accessories,Fashion Jewelry,Kelly Sparks,0.18,1132,1131,1,200,4,95854,95707,147,50
2/1/15,syndication-aol-hp-test,1884,Beauty,Makeup,Mikaela South,0.05,9676,9595,81,528,11,452497,447374,5123,48
2/1/15,syndication-aol-hp-test,1855,Beauty,Skincare,Jenny Patinkin,0.16,1223,1223,0,198,2,54010,54010,0,99
2/1/15,syndication-aol-hp-test,1872,Apparel,Sweaters,Judith Duval,0.04,1017,1013,4,40,1,68994,68729,265,40
1/31/15,syndication-aol-hp-test,1621,Accessories,Fashion Jewelry,Kelly Sparks,0.16,7008,6998,10,1150,23,538033,537579,454,50
1/30/15,syndication-aol-hp-test,1872,Apparel,Sweaters,Judith Duval,0.04,1057,1054,3,40,1,74136,73873,263,40
1/30/15,syndication-aol-hp-test,1632,Beauty,Skincare,Mikaela South,0.25,3367,3367,0,853,9,223170,223170,0,94.78
1/29/15,syndication-aol-hp-test,1824,Beauty,Skincare,Tracy O'Connor,0.33,1120,1051,69,375,5,71318,67598,3720,75
1/29/15,syndication-aol-hp-test,1872,Apparel,Sweaters,Judith Duval,0.11,22379,22347,32,2353,57,1467094,1465560,1534,41.28
1/29/15,syndication-aol-hp-test,1873,Apparel,Outerwear,Tienlyn Jacobson,0.1,1066,1045,21,102,1,32091,31606,485,102
1/28/15,syndication-aol-hp-test,1795,Beauty,Skincare,Jenny Patinkin,0.21,1319,1318,1,280,2,66628,66613,15,140
1/28/15,syndication-aol-hp-test,1855,Beauty,Skincare,Jenny Patinkin,0.29,1021,1020,1,297,3,45684,45680,4,99
1/28/15,syndication-aol-hp-test,1824,Beauty,Skincare,Tracy O'Connor,0.25,28605,28567,38,7050,94,1657125,1654668,2457,75
1/27/15,syndication-aol-hp-test,1866,Accessories,Fashion Jewelry,Shalini Vadhera,0.08,1377,1357,20,105,3,65236,64347,889,35
1/27/15,syndication-aol-hp-test,1873,Apparel,Outerwear,Tienlyn Jacobson,0.17,3193,3024,169,553,7,120441,112854,7587,79
1/26/15,syndication-aol-hp-test,1867,Accessories,Fashion Jewelry,Shalini Vadhera,0.07,1199,1136,63,79,1,48682,46046,2636,79
1/26/15,syndication-aol-hp-test,1866,Accessories,Fashion Jewelry,Shalini Vadhera,0.1,24185,24101,84,2425,45,1046414,1043265,3149,53.89
1/25/15,syndication-aol-hp-test,1867,Accessories,Fashion Jewelry,Shalini Vadhera,0.13,7641,7428,213,1027,13,298580,289990,8590,79
1/24/15,syndication-aol-hp-test,1854,Accessories,Fashion Jewelry,Zoe Ruderman,0.05,16928,16903,25,780,4,951388,950189,1199,195
1/24/15,syndication-aol-hp-test,1660,Beauty,Hair,Tracy O'Connor,0.17,1629,1596,33,270,6,82521,80836,1685,45
1/24/15,syndication-aol-hp-test,1795,Beauty,Skincare,Jenny Patinkin,0.23,6572,6566,6,1540,11,373348,373127,221,140
1/23/15,syndication-aol-hp-test,1660,Beauty,Hair,Tracy O'Connor,0,1989,1931,58,0,0,98596,95514,3082,
1/23/15,syndication-aol-hp-test,1854,Accessories,Fashion Jewelry,Zoe Ruderman,0.06,19240,19203,37,1170,6,1040838,1038499,2339,195
1/22/15,syndication-aol-hp-test,1855,Beauty,Skincare,Jenny Patinkin,0.06,4967,4946,21,297,3,232912,231600,1312,99
1/20/15,syndication-aol-hp-test,1856,Apparel,Sweaters,Tienlyn Jacobson,0.12,21485,21310,175,2529.5,44,806782,799163,7619,57.49
1/20/15,syndication-aol-hp-test,1841,Beauty,Skincare,Zoe Ruderman,0.13,4096,4080,16,516,24,219837,218940,897,21.5
1/20/15,syndication-aol-hp-test,1800,Health & Fitness,Hydration,Tracy O'Connor,0,1170,1169,1,0,0,66995,66989,6,
1/19/15,syndication-aol-hp-test,1828,Beauty,Skincare,Jenny Patinkin,0.6,1778,1764,14,1070,26,131330,130119,1211,41.15
1/19/15,syndication-aol-hp-test,1856,Apparel,Sweaters,Tienlyn Jacobson,0.04,1665,1665,0,72,1,52901,52901,0,72
